timestamp,node,namespace,pod,container,syscall_read_rate,syscall_write_rate,syscall_open_rate,tcp_connect_rate,tcp_retransmit_rate,network_rx_bytes,network_tx_bytes,disk_read_bytes,disk_write_bytes,disk_io_latency_ms,process_exec_count,process_fork_count,context_switch_count,cpu_utilization
2026-06-01T02:22:10Z,worker-1,node,system,kubelet.service,440.5,37.4,159.0,1.2,0.0,43105.0,110255.0,0.0,0.0,0.0,0.0,0.0,5880.0,0.0682131164
2026-06-01T02:22:10Z,worker-1,gpu-operator,gpu-operator-1764036362-node-feature-discovery-worker-9v5dt,worker,0.4,0.2,0.0,0.0,0.0,222.0,188.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0002090294
2026-06-01T02:22:10Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-csi-plugin,2.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0003687547
2026-06-01T02:22:10Z,worker-1,longhorn-system,longhorn-manager-fgsfc,longhorn-manager,104.8,44.2,0.2,0.1,0.0,440060.0,13923.0,0.0,0.0,0.0,0.0,0.0,4317.0,0.0139339843
2026-06-01T02:22:10Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,node-driver-registrar,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.05388e-05
2026-06-01T02:22:10Z,worker-1,node,system,containerd.service,415.1,136.3,218.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,271.0,15883.0,0.0993248838
2026-06-01T02:22:10Z,worker-1,longhorn-system,csi-attacher-896ffc747-rxjjt,csi-attacher,3.5,2.9,0.1,0.0,0.0,1227.0,1012.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0009335614
2026-06-01T02:22:10Z,worker-1,longhorn-system,csi-snapshotter-65884686fc-gjw5g,csi-snapshotter,11.5,11.5,0.0,0.0,0.0,1251.0,1106.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0024912636
2026-06-01T02:22:10Z,worker-1,node,system,init.scope,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33027e-05
2026-06-01T02:22:10Z,worker-1,kube-system,nodelocaldns-zjml5,node-cache,12.9,4.5,0.4,1.2,0.0,4315.0,3292.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0037994818
2026-06-01T02:22:10Z,worker-1,kube-system,kube-ovn-pinger-vfzmn,pinger,49.8,23.1,13.2,0.2,0.0,116043.0,1580.0,0.0,12288.0,0.0679595,17.0,26.0,3857.0,0.0186761095
2026-06-01T02:22:10Z,worker-1,kube-system,tetragon-kl9tz,tetragon,5.7,3.4,0.0,0.0,0.0,17332.0,239.0,0.0,0.0,0.0,0.0,0.0,12530.0,0.0325816397
2026-06-01T02:22:10Z,worker-1,longhorn-system,engine-image-ei-3154f3aa-kvvkq,engine-image-ei-3154f3aa,12.8,1.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,1029.0,0.012107349
2026-06-01T02:22:10Z,worker-1,kube-system,kube-proxy-pdwww,kube-proxy,2.5,0.5,0.0,0.0,0.0,17166.0,96.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0002915284
2026-06-01T02:22:10Z,worker-1,longhorn-system,engine-image-ei-843accdd-tx99h,engine-image-ei-843accdd,12.5,1.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,880.0,0.0109192979
2026-06-01T02:22:10Z,worker-1,kube-system,kube-ovn-cni-cf7cj,cni-server,308.1,20.7,359.8,0.2,0.0,160952.0,947.0,0.0,0.0,0.0,130.0,163.0,3676.0,0.0629642471
2026-06-01T02:22:10Z,worker-1,kube-system,ovs-ovn-w75jd,openvswitch,121.0,96.0,39.4,0.0,0.0,6059.0,41.0,0.0,0.0,0.0,52.0,88.0,2172.0,0.04001906
2026-06-01T02:22:10Z,worker-1,longhorn-system,csi-provisioner-688964c44b-7hv5d,csi-provisioner,24.0,6.3,0.1,0.0,0.0,156934.0,1950.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0032130507
2026-06-01T02:22:10Z,worker-1,longhorn-system,instance-manager-bacbca1a1c80c6ca28fd5f2d5fd0c24c,instance-manager,29.2,8.1,1.2,0.1,0.0,4108.0,4873.0,0.0,0.0,0.0,1.0,1.0,675.0,0.0038917618
2026-06-01T02:22:10Z,worker-1,ebpf-final,ebpf-collector-5588x,collector,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2026-06-01T02:22:10Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-liveness-probe,2.7,1.7,0.0,0.0,0.0,224.0,274.0,0.0,0.0,0.0,0.0,0.0,172.0,0.000821791
2026-06-01T02:22:10Z,worker-1,monitoring,my-monitoring-prometheus-node-exporter-829wk,node-exporter,0.4,0.2,0.0,0.0,0.0,208.0,3254.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0001495902
2026-06-01T02:22:10Z,worker-1,longhorn-system,csi-resizer-7d9bff5787-242pl,csi-resizer,2.0,1.9,0.0,0.0,0.0,1094.0,996.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0007398038
2026-06-01T02:22:10Z,worker-1,node,system,udev,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84867e-05
2026-06-01T02:22:10Z,worker-1,kube-system,tetragon-kl9tz,export-stdout,6.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000133756
2026-06-01T02:22:10Z,worker-1,node,system,multipathd.service,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.10736e-05
2026-06-01T02:22:10Z,worker-1,unknown,pod-faa3887e,nginx-proxy,0.0,0.0,0.0,0.0,0.0,53560.0,53608.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0003451643
2026-06-01T02:22:10Z,worker-1,node,system,cgroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1400832.0,0.1291171796875,0.0,0.0,59782.0,15.4185153103
2026-06-01T02:22:10Z,worker-1,node,system,cron.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3868e-06
2026-06-01T02:22:10Z,worker-1,node,system,rpcbind.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8294e-06
2026-06-01T02:22:10Z,worker-1,node,system,wpa_supplicant.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.862e-06
2026-06-01T02:22:10Z,worker-1,node,system,polkit.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.78613e-05
2026-06-01T02:22:10Z,worker-1,node,system,systemd-networkd.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0001234929
2026-06-01T02:22:10Z,worker-1,node,system,udisks2.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.22267e-05
2026-06-01T02:22:21Z,worker-1,node,system,kubelet.service,468.7,41.4,175.2,1.2,0.0,43942.0,136296.0,0.0,0.0,0.0,0.0,0.0,7190.0,0.0860456378
2026-06-01T02:22:21Z,worker-1,gpu-operator,gpu-operator-1764036362-node-feature-discovery-worker-9v5dt,worker,297.5,7.7,159.6,0.0,0.0,138985.0,484302.0,0.0,0.0,0.0,0.0,0.0,2063.0,0.0350132179
2026-06-01T02:22:21Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-csi-plugin,2.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0003735784
2026-06-01T02:22:21Z,worker-1,node,system,systemd-journald.service,1.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0001722344
2026-06-01T02:22:21Z,worker-1,longhorn-system,longhorn-manager-fgsfc,longhorn-manager,119.6,46.1,0.3,0.1,0.0,509918.0,11480.0,0.0,0.0,0.0,0.0,0.0,4686.0,0.0152026693
2026-06-01T02:22:21Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,node-driver-registrar,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.09993e-05
2026-06-01T02:22:21Z,worker-1,node,system,containerd.service,604.4,163.5,326.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,285.0,19966.0,0.1188995433
2026-06-01T02:22:21Z,worker-1,node,system,systemd-networkd.service,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.48257e-05
2026-06-01T02:22:21Z,worker-1,longhorn-system,csi-attacher-896ffc747-rxjjt,csi-attacher,3.6,3.4,0.0,0.0,0.0,1235.0,1012.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0009140484
2026-06-01T02:22:21Z,worker-1,longhorn-system,csi-snapshotter-65884686fc-gjw5g,csi-snapshotter,11.1,11.1,0.0,0.0,0.0,1129.0,1032.0,0.0,0.0,0.0,0.0,0.0,850.0,0.002468638
2026-06-01T02:22:21Z,worker-1,kube-system,nodelocaldns-zjml5,node-cache,12.9,4.2,0.3,1.0,0.0,4922.0,3562.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0062710691
2026-06-01T02:22:21Z,worker-1,kube-system,kube-ovn-pinger-vfzmn,pinger,51.1,21.7,13.2,0.2,0.0,116131.0,1580.0,0.0,8192.0,0.0670775,17.0,26.0,3545.0,0.0189776868
2026-06-01T02:22:21Z,worker-1,kube-system,tetragon-kl9tz,tetragon,5.3,3.2,0.0,0.0,0.0,17503.0,239.0,0.0,0.0,0.0,0.0,0.0,14654.0,0.0467226895
2026-06-01T02:22:21Z,worker-1,longhorn-system,engine-image-ei-3154f3aa-kvvkq,engine-image-ei-3154f3aa,12.9,1.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,1071.0,0.0135876089
2026-06-01T02:22:21Z,worker-1,kube-system,kube-proxy-pdwww,kube-proxy,2.5,0.4,0.0,0.0,0.0,17180.0,96.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0002699861
2026-06-01T02:22:21Z,worker-1,longhorn-system,engine-image-ei-843accdd-tx99h,engine-image-ei-843accdd,12.6,1.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,893.0,0.0106126751
2026-06-01T02:22:21Z,worker-1,kube-system,kube-ovn-cni-cf7cj,cni-server,377.8,27.4,444.8,0.4,0.0,204357.0,1200.0,0.0,0.0,0.0,174.0,239.0,6143.0,0.0958115617
2026-06-01T02:22:21Z,worker-1,kube-system,ovs-ovn-w75jd,openvswitch,102.1,61.4,38.0,0.0,0.0,38.0,41.0,0.0,0.0,0.0,52.0,88.0,1954.0,0.03281095
2026-06-01T02:22:21Z,worker-1,longhorn-system,csi-provisioner-688964c44b-7hv5d,csi-provisioner,35.8,8.6,0.0,0.0,0.0,205309.0,2190.0,0.0,0.0,0.0,0.0,0.0,1479.0,0.0041951767
2026-06-01T02:22:21Z,worker-1,longhorn-system,instance-manager-bacbca1a1c80c6ca28fd5f2d5fd0c24c,instance-manager,192.5,7.1,11.3,0.4,0.0,2998.0,3171.0,0.0,0.0,0.0,6.0,6.0,650.0,0.0074075421
2026-06-01T02:22:21Z,worker-1,ebpf-final,ebpf-collector-5588x,collector,162.1,1.1,143.8,0.2,0.0,212713.0,20197.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0232826636
2026-06-01T02:22:21Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-liveness-probe,3.0,1.9,0.0,0.0,0.0,224.0,274.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0008701525
2026-06-01T02:22:21Z,worker-1,monitoring,my-monitoring-prometheus-node-exporter-829wk,node-exporter,178.4,0.8,154.8,0.0,0.0,573.0,25992.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0129343904
2026-06-01T02:22:21Z,worker-1,longhorn-system,csi-resizer-7d9bff5787-242pl,csi-resizer,2.6,1.8,0.1,0.0,0.0,1255.0,994.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0018435123
2026-06-01T02:22:21Z,worker-1,kube-system,tetragon-kl9tz,export-stdout,6.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.000135168
2026-06-01T02:22:21Z,worker-1,node,system,multipathd.service,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.13292e-05
2026-06-01T02:22:21Z,worker-1,node,system,rsyslog.service,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6539e-05
2026-06-01T02:22:21Z,worker-1,node,system,cgroup,0.0,0.0,0.0,0.0,0.2,0.0,0.0,40.0,495616.0,0.09970770909090909,0.0,0.0,72961.0,16.0358546564
2026-06-01T02:22:21Z,worker-1,unknown,pod-faa3887e,nginx-proxy,0.0,0.0,0.0,0.0,0.0,54167.0,54215.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0006384799
2026-06-01T02:22:21Z,worker-1,node,system,wpa_supplicant.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0211e-06
2026-06-01T02:22:21Z,worker-1,node,system,polkit.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.73955e-05
2026-06-01T02:22:21Z,worker-1,node,system,udisks2.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.99456e-05
2026-06-01T02:22:31Z,worker-1,node,system,kubelet.service,322.5,38.6,109.1,1.2,0.0,44205.0,112656.0,0.0,0.0,0.0,0.0,0.0,6430.0,0.0627654319
2026-06-01T02:22:31Z,worker-1,gpu-operator,gpu-operator-1764036362-node-feature-discovery-worker-9v5dt,worker,16.5,3.5,0.0,0.0,0.0,137978.0,1772.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0080414022
2026-06-01T02:22:31Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-csi-plugin,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0004359311
2026-06-01T02:22:31Z,worker-1,node,system,systemd-journald.service,1.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0001512862
2026-06-01T02:22:31Z,worker-1,longhorn-system,longhorn-manager-fgsfc,longhorn-manager,177.8,51.3,14.9,0.3,0.1,612299.0,22668.0,0.0,0.0,0.0,2.0,13.0,5583.0,0.0239504899
2026-06-01T02:22:31Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,node-driver-registrar,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.60191e-05
2026-06-01T02:22:31Z,worker-1,node,system,containerd.service,372.0,150.5,171.5,0.0,0.0,0.0,96.0,0.0,155648.0,0.0650884,36.0,303.0,16333.0,0.1003323639
2026-06-01T02:22:31Z,worker-1,longhorn-system,csi-attacher-896ffc747-rxjjt,csi-attacher,3.3,3.1,0.0,0.0,0.0,1250.0,1048.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0009240425
2026-06-01T02:22:31Z,worker-1,longhorn-system,csi-snapshotter-65884686fc-gjw5g,csi-snapshotter,11.8,11.4,0.1,0.0,0.0,1231.0,1032.0,0.0,0.0,0.0,0.0,0.0,830.0,0.003353036
2026-06-01T02:22:31Z,worker-1,node,system,init.scope,0.2,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0001970819
2026-06-01T02:22:31Z,worker-1,kube-system,nodelocaldns-zjml5,node-cache,10.2,3.6,0.4,1.0,0.0,3059.0,2774.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0028876182
2026-06-01T02:22:31Z,worker-1,kube-system,kube-ovn-pinger-vfzmn,pinger,47.6,18.1,13.3,0.2,0.0,115974.0,1580.0,0.0,12288.0,0.068544,17.0,26.0,3335.0,0.0171607376
2026-06-01T02:22:31Z,worker-1,kube-system,tetragon-kl9tz,tetragon,5.1,4.9,0.0,0.0,0.0,17587.0,239.0,0.0,0.0,0.0,0.0,0.0,12187.0,0.0329187364
2026-06-01T02:22:31Z,worker-1,longhorn-system,engine-image-ei-3154f3aa-kvvkq,engine-image-ei-3154f3aa,12.8,1.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,1065.0,0.0125666055
2026-06-01T02:22:31Z,worker-1,kube-system,kube-proxy-pdwww,kube-proxy,2.4,0.4,0.0,0.0,0.0,17279.0,96.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0002533477
2026-06-01T02:22:31Z,worker-1,longhorn-system,engine-image-ei-843accdd-tx99h,engine-image-ei-843accdd,12.5,1.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,894.0,0.0104609385
2026-06-01T02:22:31Z,worker-1,kube-system,kube-ovn-cni-cf7cj,cni-server,315.4,23.0,359.8,0.2,0.0,211718.0,1235.0,0.0,4096.0,0.062881,130.0,163.0,4172.0,0.0637453663
2026-06-01T02:22:31Z,worker-1,kube-system,ovs-ovn-w75jd,openvswitch,117.1,93.2,39.6,0.0,0.0,7841.0,0.0,0.0,0.0,0.0,52.0,88.0,2280.0,0.0409694106
2026-06-01T02:22:31Z,worker-1,longhorn-system,csi-provisioner-688964c44b-7hv5d,csi-provisioner,35.9,8.8,0.0,0.0,0.0,205531.0,2190.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.0041710917
2026-06-01T02:22:31Z,worker-1,longhorn-system,instance-manager-bacbca1a1c80c6ca28fd5f2d5fd0c24c,instance-manager,203.7,9.2,12.4,0.4,0.0,3811.0,3766.0,0.0,0.0,0.0,7.0,7.0,961.0,0.0133806818
2026-06-01T02:22:31Z,worker-1,ebpf-final,ebpf-collector-5588x,collector,0.2,0.7,0.3,0.1,0.0,11921.0,17201.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0011841433
2026-06-01T02:22:31Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-liveness-probe,2.7,1.7,0.0,0.0,0.0,224.0,274.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0008538701
2026-06-01T02:22:31Z,worker-1,monitoring,my-monitoring-prometheus-node-exporter-829wk,node-exporter,0.3,0.2,0.0,0.0,0.0,208.0,3254.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0001501178
2026-06-01T02:22:31Z,worker-1,longhorn-system,csi-resizer-7d9bff5787-242pl,csi-resizer,2.0,1.8,0.0,0.0,0.0,1092.0,994.0,0.0,0.0,0.0,0.0,0.0,232.0,0.000703297
2026-06-01T02:22:31Z,worker-1,kube-system,tetragon-kl9tz,export-stdout,18.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000284669
2026-06-01T02:22:31Z,worker-1,node,system,multipathd.service,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.01538e-05
2026-06-01T02:22:31Z,worker-1,node,system,rsyslog.service,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.49123e-05
2026-06-01T02:22:31Z,worker-1,unknown,pod-faa3887e,nginx-proxy,0.0,0.0,0.0,0.0,0.0,63017.0,63065.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0006457052
2026-06-01T02:22:31Z,worker-1,node,system,cgroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,819200.0,0.10142723529411765,0.0,0.0,62492.0,15.6688644535
2026-06-01T02:22:31Z,worker-1,node,system,dbus.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.90656e-05
2026-06-01T02:22:31Z,worker-1,node,system,wpa_supplicant.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0008e-06
2026-06-01T02:22:31Z,worker-1,node,system,polkit.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.87872e-05
2026-06-01T02:22:31Z,worker-1,node,system,systemd-networkd.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.000140459
2026-06-01T02:22:31Z,worker-1,node,system,udisks2.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.32795e-05
2026-06-01T02:22:41Z,worker-1,node,system,kubelet.service,503.2,37.6,203.6,1.2,0.0,10964.0,110873.0,0.0,0.0,0.0,2.0,2.0,7095.0,0.0695065146
2026-06-01T02:22:41Z,worker-1,gpu-operator,gpu-operator-1764036362-node-feature-discovery-worker-9v5dt,worker,0.6,0.2,0.0,0.0,0.0,222.0,188.0,0.0,0.0,0.0,0.0,0.0,35.0,0.000221982
2026-06-01T02:22:41Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-csi-plugin,3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0003863205
2026-06-01T02:22:41Z,worker-1,longhorn-system,longhorn-manager-fgsfc,longhorn-manager,117.2,44.0,0.0,0.0,0.0,529977.0,6277.0,0.0,0.0,0.0,0.0,0.0,4521.0,0.0138824563
2026-06-01T02:22:41Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,node-driver-registrar,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.08583e-05
2026-06-01T02:22:41Z,worker-1,node,system,containerd.service,449.0,150.9,226.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,302.0,17976.0,0.1034734123
2026-06-01T02:22:41Z,worker-1,longhorn-system,csi-attacher-896ffc747-rxjjt,csi-attacher,4.1,3.7,0.0,0.0,0.0,1147.0,1014.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0008448541
2026-06-01T02:22:41Z,worker-1,longhorn-system,csi-snapshotter-65884686fc-gjw5g,csi-snapshotter,13.0,12.4,0.1,0.0,0.0,1448.0,1111.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0025812877
2026-06-01T02:22:41Z,worker-1,kube-system,nodelocaldns-zjml5,node-cache,28.4,5.7,37.5,1.2,0.0,4922.0,3489.0,0.0,0.0,0.0,12.0,12.0,970.0,0.0081717101
2026-06-01T02:22:41Z,worker-1,kube-system,kube-ovn-pinger-vfzmn,pinger,49.9,19.4,13.2,0.2,0.0,116017.0,1580.0,0.0,12288.0,0.0615365,17.0,26.0,3534.0,0.0168801353
2026-06-01T02:22:41Z,worker-1,kube-system,tetragon-kl9tz,tetragon,3.1,2.8,0.0,0.0,0.0,452.0,143.0,0.0,0.0,0.0,0.0,0.0,12978.0,0.0430647813
2026-06-01T02:22:41Z,worker-1,longhorn-system,engine-image-ei-3154f3aa-kvvkq,engine-image-ei-3154f3aa,12.7,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,1030.0,0.0124160581
2026-06-01T02:22:41Z,worker-1,kube-system,kube-proxy-pdwww,kube-proxy,0.4,0.2,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0001198518
2026-06-01T02:22:41Z,worker-1,longhorn-system,engine-image-ei-843accdd-tx99h,engine-image-ei-843accdd,12.7,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,989.0,0.0105619113
2026-06-01T02:22:41Z,worker-1,kube-system,kube-ovn-cni-cf7cj,cni-server,320.5,23.3,364.7,0.4,0.0,179345.0,1056.0,0.0,0.0,0.0,135.0,204.0,5319.0,0.0823055024
2026-06-01T02:22:41Z,worker-1,kube-system,ovs-ovn-w75jd,openvswitch,112.9,86.0,39.5,0.0,0.0,6476.0,0.0,0.0,0.0,0.0,52.0,89.0,2091.0,0.0420995668
2026-06-01T02:22:41Z,worker-1,longhorn-system,csi-provisioner-688964c44b-7hv5d,csi-provisioner,29.8,7.8,0.0,0.0,0.0,173061.0,1996.0,0.0,0.0,0.0,0.0,0.0,1288.0,0.0065236424
2026-06-01T02:22:41Z,worker-1,longhorn-system,instance-manager-bacbca1a1c80c6ca28fd5f2d5fd0c24c,instance-manager,190.6,6.6,11.3,0.4,0.0,2555.0,2801.0,0.0,0.0,0.0,6.0,6.0,605.0,0.0061374633
2026-06-01T02:22:41Z,worker-1,ebpf-final,ebpf-collector-5588x,collector,0.2,0.8,0.3,0.1,0.0,12597.0,18208.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0027093343
2026-06-01T02:22:41Z,worker-1,longhorn-system,longhorn-csi-plugin-t8lpt,longhorn-liveness-probe,2.9,1.9,0.0,0.0,0.0,224.0,274.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0018802805
2026-06-01T02:22:41Z,worker-1,monitoring,my-monitoring-prometheus-node-exporter-829wk,node-exporter,0.4,0.2,0.0,0.0,0.0,208.0,3254.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0001692699
2026-06-01T02:22:41Z,worker-1,longhorn-system,csi-resizer-7d9bff5787-242pl,csi-resizer,2.7,2.6,0.0,0.0,0.0,1094.0,1031.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0007109417
2026-06-01T02:22:41Z,worker-1,kube-system,tetragon-kl9tz,export-stdout,5.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0001291016
2026-06-01T02:22:41Z,worker-1,node,system,multipathd.service,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.038e-05
2026-06-01T02:22:41Z,worker-1,unknown,pod-faa3887e,nginx-proxy,0.0,0.0,0.0,0.0,0.0,4529.0,4577.0,0.0,0.0,0.0,0.0,0.0,17.0,0.000270957
2026-06-01T02:22:41Z,worker-1,node,system,cgroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,532480.0,0.0942965352112676,0.0,0.0,65581.0,15.6143242307
2026-06-01T02:22:41Z,worker-1,node,system,rpcbind.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0105e-06
2026-06-01T02:22:41Z,worker-1,node,system,wpa_supplicant.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.02e-06
2026-06-01T02:22:41Z,worker-1,node,system,polkit.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.73777e-05
2026-06-01T02:22:41Z,worker-1,node,system,systemd-networkd.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.000109183
2026-06-01T02:22:41Z,worker-1,node,system,udisks2.service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0556e-05
